'census_2010_block_id','sector_id','number_of_jobs','census_block_id'
'530610529062008',2,4,44499
'530610529062008',4,1,44499
'530610529062008',7,4,44499
'530610529062008',9,1,44499
'530610529062009',7,4,44622
'530610529062011',9,5,44623
'530610529062012',4,1,44501
'530610529062012',7,1,44501
'530610529062015',7,3,44624
'530610529062015',11,1,44624
'530610529062017',2,3,44633
'530610529062017',7,9,44633
'530610529062017',9,1,44633
'530610529062017',10,11,44633
'530610529062017',11,1,44633
'530610529063000',2,2,44475
'530610529063000',7,14,44475
'530610529063000',8,1,44475
'530610529063000',9,31,44475
'530610529063000',13,89,44475
'530610529063002',2,1,44510
'530610529063002',7,1,44510
'530610529063002',9,4,44510
'530610529063002',11,3,44510
'530610529063003',9,1,44511
'530610529063003',10,1,44511
'530610529063004',1,1,44518
'530610529063004',2,1,44518
'530610529063005',7,1,44512
'530610529063005',9,1,44512
'530610529063006',4,1,44517
'530610529063006',7,1,44517
'530610529063006',11,1,44517
'530610529063007',7,-2,44515
'530610529063007',11,1,44515
'530610529063008',7,3,44513
'530610529063009',2,1,44509
'530610529063010',1,1,44514
'530610529063010',2,2,44514
'530610529063010',9,2,44514
'530610529063011',4,1,44635
'530610529063011',5,1,44635
'530610529063011',7,1,44635
'530610529063011',9,1,44635
'530610529063012',2,1,44636
'530610529063012',7,1,44636
'530610529063012',9,32,44636
'530610529063013',7,4,44516
'530610531011001',1,1,43081
'530610531011003',1,4,43088
'530610531011003',2,6,43088
'530610531011003',3,12,43088
'530610531011003',4,3,43088
'530610531011003',5,1,43088
'530610531011003',7,5,43088
'530610531011003',8,6,43088
'530610531011003',9,1,43088
'530610531011003',13,0,43088
'530610531011009',2,2,43285
'530610531011016',2,1,43280
'530610531011017',2,9,43276
'530610531011017',3,13,43276
'530610531011017',4,1,43276
'530610531011017',7,11,43276
'530610531011017',11,18,43276
'530610531011018',4,1,43464
'530610531011018',5,10,43464
'530610531011018',7,5,43464
'530610531011018',9,3,43464
'530610531011018',10,9,43464
'530610531011018',11,0,43464
'530610531011020',9,1,43466
'530610531011027',2,1,43290
'530610531011027',3,1,43290
'530610531011027',4,7,43290
'530610531011027',7,2,43290
'530610531011027',9,1,43290
'530610531011029',7,7,43294
'530610531011029',9,1,43294
'530610531011031',5,1,43477
'530610531011031',7,2,43477
'530610531011031',10,1,43477
'530610531011035',7,9,43295
'530610531011035',9,1,43295
'530610531012001',1,2,43080
'530610531012001',7,3,43080
'530610531012007',1,16,43082
'530610531012007',3,17,43082
'530610531012007',5,7,43082
'530610531012007',10,1,43082
'530610531012010',9,5,43272
'530610531012011',1,1,43074
'530610531012011',2,5,43074
'530610531012011',7,2,43074
'530610531012016',7,1,43270
'530610531012017',2,2,43267
'530610531012017',7,1,43267
'530610531012017',9,4,43267
'530610531012018',2,18,43260
'530610531012018',5,1,43260
'530610531012018',7,1,43260
'530610531012018',9,2,43260
'530610531012018',11,2,43260
'530610531012019',2,1,43266
'530610531012019',3,1,43266
'530610531012019',4,1,43266
'530610531012019',7,1,43266
'530610531012019',9,1,43266
'530610531012019',11,3,43266
'530610531012020',1,1,43089
'530610531012020',2,5,43089
'530610531012020',3,1,43089
'530610531012020',7,6,43089
'530610531012020',11,1,43089
'530610531012022',1,1,43278
'530610531012023',5,2,43447
'530610531012023',9,1,43447
'530610531012024',2,1,43426
'530610531021002',4,1,43476
'530610531021002',5,41,43476
'530610531021002',7,3,43476
'530610531021002',9,10,43476
'530610531021002',10,149,43476
'530610531021002',11,78,43476
'530610531021007',1,1,43474
'530610531021007',4,2,43474
'530610531021007',5,241,43474
'530610531021007',7,30,43474
'530610531021007',9,2,43474
'530610531021007',10,265,43474
'530610531021007',11,25,43474
'530610531021009',2,9,43462
'530610531021009',4,15,43462
'530610531021009',5,19,43462
'530610531021009',7,1,43462
'530610531021009',9,9,43462
'530610531021009',10,-4,43462
'530610531021009',11,8,43462
'530610531021012',2,2,43458
'530610531021013',4,-1,43459
'530610531021013',8,0,43459
'530610531021013',9,1,43459
'530610531021013',12,1,43459
'530610531021013',13,149,43459
'530610531021014',5,16,43457
'530610531021014',8,0,43457
'530610531021014',13,132,43457
'530610531021015',2,9,43453
'530610531021015',4,1,43453
'530610531021015',7,14,43453
'530610531021015',8,0,43453
'530610531021015',9,1,43453
'530610531021015',11,1,43453
'530610531021015',13,58,43453
'530610531021016',2,1,43460
'530610531021016',7,1,43460
'530610531021017',2,1,43463
'530610531021017',5,32,43463
'530610531021017',7,4,43463
'530610531021017',11,1,43463
'530610531021018',5,1,46057
'530610531021018',7,-1,46057
'530610531021020',1,1,46053
'530610531021020',5,13,46053
'530610531021020',7,1,46053
'530610531021020',11,1,46053
'530610531021021',5,1,46059
'530610531022000',1,1,43454
'530610531022000',2,49,43454
'530610531022000',3,1,43454
'530610531022000',7,4,43454
'530610531022000',8,1,43454
'530610531022000',9,9,43454
'530610531022000',11,-19,43454
'530610531022002',2,1,43455
'530610531022002',7,6,43455
'530610531022002',11,47,43455
'530610531022004',2,6,46038
'530610531022004',3,1,46038
'530610531022004',4,2,46038
'530610531022004',7,4,46038
'530610531022004',9,4,46038
'530610531022004',10,7,46038
'530610531022004',11,2,46038
'530610531022005',2,1,46037
'530610531022005',5,1,46037
'530610531022005',11,2,46037
'530610531022007',7,1,46050
'530610531022008',2,-14,46054
'530610531022008',9,1,46054
'530610531023000',1,2,43441
'530610531023000',2,4,43441
'530610531023000',5,2,43441
'530610531023000',7,4,43441
'530610531023000',8,1,43441
'530610531023000',9,-1,43441
'530610531023002',1,1,43440
'530610531023003',7,1,43439
'530610531023004',7,1,43446
'530610531023004',11,1,43446
'530610531023008',2,1,43427
'530610531023008',7,1,43427
'530610531023008',10,-4,43427
'530610531023008',11,-1,43427
'530610531023011',2,1,43432
'530610531023011',4,2,43432
'530610531023011',5,1,43432
'530610531023011',9,2,43432
'530610531023011',11,2,43432
'530610531023014',10,12,43448
'530610531023014',11,6,43448
'530610531023020',10,1,43449
'530610531023020',11,0,43449
'530610531024000',1,1,43442
'530610531024000',2,3,43442
'530610531024000',4,1,43442
'530610531024000',7,1,43442
'530610531024000',10,36,43442
'530610531024000',11,3,43442
'530610531024004',2,1,43438
'530610531024009',1,1,46035
'530610531024009',2,8,46035
'530610531024009',3,1,46035
'530610531024009',5,1,46035
'530610531024009',11,2,46035
'530610531024010',2,1,46036
'530610531024012',2,2,46031
'530610531024012',5,5,46031
'530610531024012',9,4,46031
'530610531024012',11,1,46031
'530610531024014',2,15,46030
'530610532011000',1,2,43000
'530610532011002',1,0,43249
'530610532011002',2,4,43249
'530610532011002',8,1,43249
'530610532011002',11,1,43249
'530610532011003',11,1,43243
'530610532011005',7,1,43245
'530610532011006',5,1,43246
'530610532011007',7,9,42996
'530610532011007',9,176,42996
'530610532011007',10,1,42996
'530610532011007',11,0,42996
'530610532011010',1,1,43004
'530610532011010',2,6,43004
'530610532011010',3,3,43004
'530610532011010',4,2,43004
'530610532011010',7,5,43004
'530610532011010',8,2,43004
'530610532011010',9,1,43004
'530610532011010',11,5,43004
'530610532011013',2,1,43230
'530610532011013',4,1,43230
'530610532011013',7,1,43230
'530610532011013',11,1,43230
'530610532011015',5,18,43232
'530610532011015',8,1,43232
'530610532011018',2,3,43248
'530610532011018',5,-18,43248
'530610532011018',7,3,43248
'530610532011018',8,1,43248
'530610532011018',11,1,43248
'530610532011019',5,1,43257
'530610532011020',4,2,43252
'530610532011020',5,1,43252
'530610532011020',9,1,43252
'530610532012000',1,1,43078
'530610532012000',5,1,43078
'530610532012000',8,1,43078
'530610532012000',11,2,43078
'530610532012001',7,2,43072
'530610532012002',7,4,43073
'530610532012002',11,1,43073
'530610532012003',3,7,43066
'530610532012003',5,1,43066
'530610532012003',7,2,43066
'530610532012003',9,1,43066
'530610532012003',10,2,43066
'530610532012003',11,4,43066
'530610532012005',2,1,43239
'530610532012005',3,1,43239
'530610532012005',9,2,43239
'530610532012005',11,1,43239
'530610532012009',1,1,43261
'530610532012009',2,9,43261
'530610532012009',4,5,43261
'530610532012009',7,15,43261
'530610532012009',9,7,43261
'530610532012009',10,8,43261
'530610532012009',11,3,43261
'530610532012013',1,1,43259
'530610532012013',5,1,43259
'530610532012013',7,2,43259
'530610532012013',11,1,43259
'530610532012015',3,4,43273
'530610532012015',5,1,43273
'530610532013002',1,2,43016
'530610532013002',2,3,43016
'530610532013003',2,7,43009
'530610532013003',3,3,43009
'530610532013003',7,1,43009
'530610532013006',2,1,43012
'530610532013006',9,2,43012
'530610532013009',3,1,43008
'530610532013011',2,1,43007
'530610532013012',4,2,42994
'530610532013012',7,-1,42994
'530610532013013',2,2,42970
'530610532013013',4,1,42970
'530610532013013',5,27,42970
'530610532013013',7,2,42970
'530610532013013',8,1,42970
'530610532013023',1,6,43001
'530610532013023',7,1,43001
'530610532013023',11,1,43001
'530610532013031',1,1,43010
'530610532013031',2,5,43010
'530610532013031',3,1,43010
'530610532013031',4,1,43010
'530610532013031',7,5,43010
'530610532013031',9,5,43010
'530610532013031',11,10,43010
'530610532013033',1,3,43015
'530610532013033',2,6,43015
'530610532013033',7,2,43015
'530610532013033',9,2,43015
'530610532013034',1,7,43023
'530610532013037',1,3,43067
'530610532021000',1,1,43233
'530610532021000',8,2,43233
'530610532021000',9,6,43233
'530610532021001',2,2,43235
'530610532021001',7,-2,43235
'530610532021001',9,1,43235
'530610532021004',2,1,43250
'530610532021004',4,2,43250
'530610532021004',8,1,43250
'530610532021004',11,3,43250
'530610532021005',11,1,43256
'530610532021012',2,1,43393
'530610532021012',5,1,43393
'530610532021012',7,8,43393
'530610532021013',3,1,43397
'530610532021013',10,1,43397
'530610532021014',2,12,43254
'530610532021014',5,1,43254
'530610532021014',7,6,43254
'530610532021015',2,1,46013
'530610532021015',12,4,46013
'530610532021025',2,9,43388
'530610532021025',3,1,43388
'530610532021025',4,1,43388
'530610532021025',7,4,43388
'530610532021025',9,1,43388
'530610532021025',11,38,43388
'530610532021026',11,1,43389
'530610532021028',2,8,43386
'530610532021028',3,1,43386
'530610532021028',4,2,43386
'530610532021028',7,3,43386
'530610532021028',9,1,43386
'530610532021028',11,7,43386
'530610532021032',7,2,43387
'530610532021039',7,1,46014
'530610532022000',1,2,43430
'530610532022000',7,2,43430
'530610532022000',9,2,43430
'530610532022001',2,1,43429
'530610532022001',9,0,43429
'530610532022003',5,1,43242
'530610532022003',9,3,43242
'530610532022004',2,1,43241
'530610532022004',3,1,43241
'530610532022004',4,2,43241
'530610532022004',7,1,43241
'530610532022004',11,2,43241
'530610532022005',2,1,43240
'530610532022007',7,5,43238
'530610532022008',2,6,43237
'530610532022008',5,1,43237
'530610532022008',11,1,43237
'530610532022009',7,1,43398
'530610532022009',9,3,43398
'530610532022012',8,1,43400
'530610532022015',9,1,43402
'530610532022016',1,2,43385
'530610532022016',2,8,43385
'530610532022016',4,1,43385
'530610532022016',5,2,43385
'530610532022016',7,2,43385
'530610532022016',9,1,43385
'530610532022016',11,1,43385
'530610532022018',7,8,43407
'530610532022018',9,1,43407
'530610532023000',2,6,43423
'530610532023000',4,3,43423
'530610532023000',7,4,43423
'530610532023000',10,3,43423
'530610532023000',11,16,43423
'530610532023000',12,2,43423
'530610532023002',12,6,43424
'530610532023003',9,-1,43425
'530610532023005',2,5,43416
'530610532023005',7,1,43416
'530610532023006',10,0,43417
'530610532023006',11,2,43417
'530610532023007',10,0,43418
'530610532023007',11,1,43418
'530610532023008',4,1,43415
'530610532023010',2,4,43413
'530610532023010',5,255,43413
'530610532023010',9,2,43413
'530610532023010',10,1,43413
'530610532023010',11,4,43413
'530610532023018',7,3,43409
'530610532023018',11,1,43409
'530610532023020',2,10,43410
'530610532023023',2,7,43412
'530610532023025',7,2,43405
'530610532023025',11,1,43405
'530610532023029',2,10,46033
'530610532023029',3,5,46033
'530610532023029',7,12,46033
'530610532023029',9,1,46033
'530610532023029',11,7,46033
'530610532023033',2,4,43431
'530610532023034',12,2,46027
'530610533011000',8,5,42908
'530610533011000',13,201,42908
'530610533011001',7,9,42904
'530610533011001',9,17,42904
'530610533011002',5,12,42902
'530610533011002',9,6,42902
'530610533011002',11,1,42902
'530610533011003',10,19,42903
'530610533011003',11,0,42903
'530610533011004',5,30,42978
'530610533011004',7,18,42978
'530610533011004',10,19,42978
'530610533011004',11,0,42978
'530610533011004',12,90,42978
'530610533011006',1,8,42975
'530610533011006',2,1,42975
'530610533011006',4,2,42975
'530610533011006',9,1,42975
'530610533011011',7,2,42885
'530610533011011',9,1,42885
'530610533011011',10,5,42885
'530610533011011',11,1,42885
'530610533011011',12,16,42885
'530610533011012',3,141,42854
'530610533011012',5,3,42854
'530610533011012',7,6,42854
'530610533011012',10,13,42854
'530610533011012',11,7,42854
'530610533011013',7,3,42881
'530610533011014',5,4,42880
'530610533011016',1,8,42972
'530610533011016',2,1,42972
'530610533011016',5,1,42972
'530610533011016',8,1,42972
'530610533011021',7,-2,42855
'530610533011022',7,2,42856
'530610533011023',2,1,42979
'530610533011023',3,75,42979
'530610533011023',5,106,42979
'530610533011023',7,31,42979
'530610533011023',8,3,42979
'530610533011023',9,11,42979
'530610533011023',10,88,42979
'530610533011023',11,58,42979
'530610533011023',13,66,42979
'530610533011024',5,-14,42980
'530610533011024',7,3,42980
'530610533011024',9,27,42980
'530610533011024',10,67,42980
'530610533011024',11,1,42980
'530610533011025',5,12,42976
'530610533011025',7,1,42976
'530610533011025',8,2,42976
'530610533011025',9,59,42976
'530610533011025',13,88,42976
'530610533011026',2,1,42977
'530610533011026',4,1,42977
'530610533011026',7,4,42977
'530610533011026',9,173,42977
'530610533011026',11,2,42977
'530610533011027',9,202,42981
'530610533011027',11,1,42981
'530610533011028',7,1,42991
'530610533011033',2,1,42974
'530610533012002',1,2,42556
'530610533012002',2,5,42556
'530610533012002',3,1,42556
'530610533012003',2,1,42707
'530610533012006',9,64,42795
'530610533012007',3,1,42799
'530610533012008',4,-9,42804
'530610533012010',5,1,42801
'530610533012011',2,1,42803
'530610533012012',7,1,42815
'530610533012013',3,-115,42798
'530610533012015',1,1,42792
'530610533012015',3,215,42792
'530610533012017',9,1,42794
'530610533012020',4,2,42809
'530610533012020',11,1,42809
'530610533012021',4,1,42797
'530610533012021',11,5,42797
'530610533012023',1,2,42814
'530610533012023',2,18,42814
'530610533012023',4,16,42814
'530610533012023',7,25,42814
'530610533012023',9,4,42814
'530610533012023',10,2,42814
'530610533012023',11,1,42814
'530610533012024',7,1,42819
'530610533012024',9,2,42819
'530610533012025',7,-5,42816
'530610533012025',9,1,42816
'530610533012026',4,19,42818
'530610533012026',10,4,42818
'530610533012026',11,0,42818
'530610533012027',8,1,42817
'530610533012029',3,1,42828
'530610533012029',7,4,42828
'530610533012029',9,2,42828
'530610533012030',7,-2,42833
'530610533012030',9,-1,42833
'530610533012031',1,1,42834
'530610533012033',5,1,42813
'530610533012036',9,1,42831
'530610533012036',11,1,42831
'530610533012039',2,22,42820
'530610533012039',7,15,42820
'530610533012039',9,6,42820
'530610533012039',11,7,42820
'530610533012039',12,2,42820
'530610533012040',3,1,42899
'530610533012041',2,3,42901
'530610533012043',2,-1,42832
'530610533012043',9,1,42832
'530610533013000',2,1,42849
'530610533013000',9,1,42849
'530610533013000',11,1,42849
'530610533013007',9,88,42838
'530610533013007',12,1,42838
'530610533013008',7,3,42839
'530610533013008',9,1,42839
'530610533013008',11,2,42839
'530610533013009',2,2,42837
'530610533013009',7,2,42837
'530610533013009',9,2,42837
'530610533013009',11,1,42837
'530610533013012',11,4,42900
'530610533014005',1,-5,42545
'530610533014008',1,5,42550
'530610533014023',11,1,42546
'530610533014029',1,1,42790
'530610533014036',1,1,42700
'530610533014036',4,1,42700
'530610533014036',5,14,42700
'530610533014036',7,2,42700
'530610533014041',1,1,42821
'530610533014045',2,1,42822
'530610533014045',3,21,42822
'530610533014045',4,-49,42822
'530610533014045',7,40,42822
'530610533014045',8,5,42822
'530610533014045',9,403,42822
'530610533014045',11,7,42822
'530610533014045',12,62,42822
'530610533014045',13,77,42822
'530610533014046',7,1,42824
'530610533014046',11,1,42824
'530610533014050',7,4,42858
'530610533014050',11,11,42858
'530610533014051',11,-7,42890
'530610533014053',3,1,42827
'530610533014054',7,40,42891
'530610533014054',9,2,42891
'530610533014054',11,4,42891
'530610533014055',5,32,42889
'530610533014055',7,-15,42889
'530610533014055',8,1,42889
'530610533014055',11,14,42889
'530610533014056',4,-6,42894
'530610533014056',5,17,42894
'530610533014056',7,19,42894
'530610533014056',10,9,42894
'530610533014056',11,6,42894
'530610533014056',12,16,42894
'530610533014057',3,5,42883
'530610533014057',4,6,42883
'530610533014057',5,125,42883
'530610533014057',7,17,42883
'530610533014057',8,1,42883
'530610533014057',9,-162,42883
'530610533014057',10,34,42883
'530610533014057',11,28,42883
'530610533014058',11,1,42884
'530610533014059',3,1,42859
'530610533014059',11,1,42859
'530610533014060',7,19,42871
'530610533014060',11,1,42871
'530610533014061',2,2,42870
'530610533014061',5,3,42870
'530610533014061',7,4,42870
'530610533014061',8,1,42870
'530610533014061',11,7,42870
'530610533014061',13,4,42870
'530610533014064',7,2,42825
'530610533014064',8,4,42825
'530610533014064',9,26,42825
'530610533014064',11,3,42825
'530610533014064',13,59,42825
'530610533014065',9,1,42866
'530610533014069',5,17,42853
'530610533014070',5,5,42873
'530610533014070',7,4,42873
'530610533014070',8,1,42873
'530610533014071',7,3,42874
'530610533014072',11,4,42868
'530610533014073',2,1,42867
'530610533014073',11,1,42867
'530610533014074',5,6,42875
'530610533014074',7,1,42875
'530610533014074',8,1,42875
'530610533014074',10,12,42875
'530610533014074',11,2,42875
'530610533014075',3,-141,42877
'530610533014075',7,15,42877
'530610533014075',9,4,42877
'530610533014075',11,3,42877
'530610533014076',2,8,42872
'530610533014076',5,9,42872
'530610533014076',7,2,42872
'530610533014076',8,0,42872
'530610533014076',9,18,42872
'530610533014076',10,14,42872
'530610533014076',11,9,42872
'530610533014076',12,1,42872
'530610533014076',13,5,42872
'530610533014077',10,6,42861
'530610533014077',11,1,42861
'530610533014078',7,15,42860
'530610533014078',10,47,42860
'530610533014078',11,4,42860
'530610533014080',9,-1,42879
'530610533014081',5,3,42892
'530610533014081',7,1,42892
'530610533014081',11,15,42892
'530610533014082',11,6,42893
'530610533014083',2,8,42886
'530610533014083',3,4,42886
'530610533014083',5,8,42886
'530610533014083',7,2,42886
'530610533014083',10,23,42886
'530610533014083',11,-1,42886
'530610533014084',5,6,42887
'530610533014084',7,8,42887
'530610533014084',8,1,42887
'530610533014084',10,20,42887
'530610533014084',11,7,42887
'530610533014084',12,9,42887
'530610533014085',3,131,42882
'530610533014085',5,1,42882
'530610533014085',10,5,42882
'530610533014085',11,0,42882
'530610533014085',12,5,42882
'530610533014086',7,5,42876
'530610533014086',9,1,42876
'530610533014086',12,10,42876
'530610533014090',3,38,42896
'530610533014090',4,56,42896
'530610533014090',5,14,42896
'530610533014090',7,35,42896
'530610533014090',8,8,42896
'530610533014090',9,2,42896
'530610533014090',10,1,42896
'530610533014090',11,4,42896
'530610533014090',12,2,42896
'530610533014090',13,138,42896
'530610533014093',5,9,42895
'530610533014093',7,-3,42895
'530610533014093',9,2,42895
'530610533014093',11,9,42895
'530610533014093',12,155,42895
'530610533021000',5,1,42585
'530610533021003',7,3,42562
'530610533021004',7,1,42574
'530610533021005',9,1,42559
'530610533021007',11,1,42577
'530610533021010',10,21,42586
'530610533021010',11,0,42586
'530610533021011',7,1,42580
'530610533021012',7,4,42581
'530610533021012',11,2,42581
'530610533021016',11,-39,51540
'530610533021017',1,1,42589
'530610533021020',1,1,42584
'530610533021020',4,1,42584
'530610533021021',7,1,42564
'530610533021021',10,3,42564
'530610533021021',11,96,42564
'530610533021024',1,1,42591
'530610533021025',4,4,42722
'530610533021025',9,6,42722
'530610533021027',2,3,42590
'530610533021030',2,4,42726
'530610533021030',3,1,42726
'530610533021030',5,1,42726
'530610533021033',2,1,42735
'530610533021034',7,3,42731
'530610533021035',3,6,42733
'530610533021035',7,2,42733
'530610533021036',2,4,42730
'530610533021037',4,3,42729
'530610533021039',2,5,42728
'530610533021039',3,1,42728
'530610533021039',10,12,42728
'530610533021039',11,1,42728
'530610533021040',11,5,42720
'530610533021045',1,1,42732
'530610533021045',2,6,42732
'530610533021045',7,1,42732
'530610533021048',2,3,42930
'530610533021049',2,-2,42938
'530610533022001',5,14,42721
'530610533022001',10,1,42721
'530610533022001',11,0,42721
'530610533022002',11,1,42724
'530610533022003',1,5,42920
'530610533022003',2,9,42920
'530610533022003',4,73,42920
'530610533022003',10,20,42920
'530610533022003',11,1,42920
'530610533022004',2,2,42718
'530610533022004',3,8,42718
'530610533022004',7,1,42718
'530610533022004',9,-1,42718
'530610533022006',2,9,42710
'530610533022006',5,1,42710
'530610533022006',9,2,42710
'530610533022006',10,1,42710
'530610533022006',11,2,42710
'530610533022009',7,1,42711
'530610533022009',11,1,42711
'530610533022012',1,4,42713
'530610533022012',2,7,42713
'530610533022012',8,1,42713
'530610533022012',9,1,42713
'530610533022012',11,1,42713
'530610533022014',11,1,42714
'530610533022015',2,-8,42715
'530610533022015',11,5,42715
'530610533022017',7,1,42913
'530610533022021',7,1,42846
'530610533022021',8,0,42846
'530610533022021',13,79,42846
'530610533022022',2,-2,42842
'530610533022022',7,1,42842
'530610533022027',2,32,42921
'530610533022028',1,1,42719
'530610533022028',4,2,42719
'530610533022028',5,1,42719
'530610533022028',7,8,42719
'530610533022028',8,1,42719
'530610533022028',9,4,42719
'530610533022036',1,1,42912
'530610533022040',12,1,42982
'530610533023002',7,16,42560
'530610533023002',9,2,42560
'530610533023003',11,1,42558
'530610533023004',7,1,42570
'530610533023005',7,1,42557
'530610533023012',2,2,42582
'530610533023012',9,1,42582
'530610533023012',11,2,42582
'530610533023014',1,1,42565
'530610533023014',2,15,42565
'530610533023014',5,1,42565
'530610533023014',7,1,42565
'530610533023015',2,2,42536
'530610533023015',8,1,42536
'530610533023015',9,2,42536
'530610533023016',2,4,42708
'530610533023016',9,1,42708
'530610533023017',9,1,42568
'530610533023018',3,24,42567
'530610533023018',7,1,42567
'530610533023021',2,9,42575
'530610533023022',1,1,42534
'530610533023022',2,1,42534
'530610533024000',1,9,42535
'530610533024000',2,7,42535
'530610533024000',3,11,42535
'530610533024000',4,1,42535
'530610533024000',7,2,42535
'530610533024000',11,1,42535
'530610533024002',1,5,42539
'530610533024002',2,2,42539
'530610533024002',3,1,42539
'530610533024002',5,1,42539
'530610533024002',9,5,42539
'530610533024002',11,3,42539
'530610533024003',2,1,42571
'530610533024005',9,1,42569
'530610533024009',3,2,42572
'530610533024010',1,1,42538
'530610533024010',7,5,42538
'530610533024010',9,1,42538
'530610533024012',3,1,42541
'530610533024012',11,1,42541
'530610533024013',9,1,42540
'530610533025001',2,11,42933
'530610533025001',5,5,42933
'530610533025002',2,3,42935
'530610533025002',5,6,42935
'530610533025002',9,2,42935
'530610533025003',2,4,42922
'530610533025003',5,1,42922
'530610533025007',2,0,42919
'530610533025007',3,1,42919
'530610533025007',7,10,42919
'530610533025007',9,3,42919
'530610533025007',11,4,42919
'530610533025009',9,2,42928
'530610533025010',1,52,42914
'530610533025010',2,1,42914
'530610533025010',9,1,42914
'530610533025017',1,5,42995
'530610533025017',11,8,42995
'530610533025020',11,12,42983
'530610533025022',1,4,43014
'530610533025023',1,7,43013
'530610533025024',1,7,43005
'530610533025024',2,1,43005
'530610533025024',5,-4,43005
'530610533025024',7,1,43005
'530610533025024',9,-80,43005
'530610533025025',4,1,42992
'530610533025025',7,3,42992
'530610533025027',2,5,42988
'530610533025029',1,19,42926
'530610533025029',2,6,42926
'530610533025029',10,1,42926
'530610533025031',2,6,43025
'530610533025031',7,2,43025
'530610533025032',2,2,43024
'530610533025032',4,4,43024
'530610533025033',7,1,42932
'530610533025045',1,1,43017
'530610533025047',1,6,43019
'530610533025048',1,6,43018
'530610533025048',2,0,43018
'530610533025048',3,-10,43018
'530610533025048',4,-2,43018
'530610533025048',5,3,43018
'530610533025048',7,1,43018
'530610533025048',9,21,43018
'530610533025048',10,-5,43018
'530610533025048',11,-1,43018
'530610533025048',12,1,43018
'530610533025050',10,7,43079
'530610533025050',11,4,43079
'530610533025057',1,-9,43011
'530610533025057',7,1,43011
'530610533025060',2,4,43021
'530610533025064',3,29,43020
'530610533025064',5,1,43020
'530610533025065',4,4,43083
'530610534001000',1,1,42605
'530610534001000',7,1,42605
'530610534001000',8,4,42605
'530610534001000',9,1,42605
'530610534001000',13,0,42605
'530610534001003',3,2,42608
'530610534001003',4,2,42608
'530610534001004',7,3,42609
'530610534001005',11,15,42610
'530610534001008',8,1,42603
'530610534001010',1,1,42604
'530610534001010',11,1,42604
'530610534001014',1,5,42588
'530610534001014',3,1,42588
'530610534001014',4,1,42588
'530610534001014',7,7,42588
'530610534001014',9,1,42588
'530610534001015',4,4,42595
'530610534001015',5,1,42595
'530610534001015',7,1,42595
'530610534001017',9,1,42600
'530610534001018',2,1,42751
'530610534001021',1,2,42745
'530610534001021',2,2,42745
'530610534001021',5,1,42745
'530610534001021',9,3,42745
'530610534001022',9,1,42746
'530610534001023',2,27,42747
'530610534001023',3,3,42747
'530610534001023',5,4,42747
'530610534001023',7,1,42747
'530610534001023',9,19,42747
'530610534001023',10,1,42747
'530610534001023',11,2,42747
'530610534001028',3,-1,42738
'530610534001030',11,3,42757
'530610534001031',1,5,42752
'530610534001031',11,2,42752
'530610534001035',1,1,42771
'530610534001035',3,3,42771
'530610534001038',2,2,42596
'530610534001038',3,4,42596
'530610534001038',7,4,42596
'530610534001038',11,3,42596
'530610534002000',1,1,42737
'530610534002000',2,20,42737
'530610534002000',7,1,42737
'530610534002000',11,3,42737
'530610534002002',2,1,43035
'530610534002002',4,1,43035
'530610534002002',7,3,43035
'530610534002002',11,7,43035
'530610534002005',3,3,42739
'530610534002006',3,1,42758
'530610534002006',7,3,42758
'530610534002006',11,1,42758
'530610534002010',1,1,43032
'530610534002010',7,9,43032
'530610534002010',9,2,43032
'530610534002010',11,2,43032
'530610534003002',5,1,42613
'530610534003006',1,2,42615
'530610534003006',3,1,42615
'530610534003006',5,1,42615
'530610534003006',7,1,42615
'530610534003006',11,2,42615
'530610534003018',1,1,42766
'530610534003018',4,1,42766
'530610534003019',1,1,42764
'530610534003026',2,-1,42769
'530610534003030',2,2,42770
'530610534003030',7,1,42770
'530610534003030',11,1,42770
'530610534003031',7,1,42768
'530610534003034',1,6,42743
'530610534003034',4,1,42743
'530610534003034',9,2,42743
'530610534003034',11,2,42743
'530610534003039',2,10,42623
'530610534003039',4,1,42623
'530610534003040',2,1,42778
'530610534003040',9,1,42778
'530610534003043',3,1,42624
'530610534003044',2,3,42619
'530610534003044',9,1,42619
'530610534003046',2,1,42625
'530610534003046',9,1,42625
'530610534003049',2,1,42621
'530610534003055',1,12,42765
'530610534003060',1,1,42760
'530610534003060',7,1,42760
'530610534003060',9,1,42760
'530610534003060',11,1,42760
'530610534004000',1,1,42742
'530610534004000',2,3,42742
'530610534004000',3,3,42742
'530610534004000',7,6,42742
'530610534004000',11,3,42742
'530610534004002',2,2,42740
'530610534004002',3,1,42740
'530610534004002',7,2,42740
'530610534004002',9,11,42740
'530610534004003',8,5,42741
'530610534004003',13,0,42741
'530610534004004',2,3,43034
'530610534004004',5,1,43034
'530610534004004',7,1,43034
'530610534004005',7,5,43045
'530610534004005',11,-42,43045
'530610534004005',12,771,43045
'530610534004008',1,1,43039
'530610534004008',2,39,43039
'530610534004008',4,7,43039
'530610534004008',5,2,43039
'530610534004008',7,7,43039
'530610534004008',11,1,43039
'530610534004013',1,1,43054
'530610534004015',1,32,43033
'530610534004015',2,3,43033
'530610534004015',5,47,43033
'530610534004015',7,13,43033
'530610534004015',9,2,43033
